,Date,Year,Season,Month,Region,Locality,Sampling,LocxSam,Hostsp,TL,SL,H,W,Sex,Ldom,Lpac,Lche,Labd,Lcha,Ssp1,Step,Hsp1,Hsp2,Sove,Sseg,Pmug,Pfle,Lhsp,Hbiv,Hssp,Nyam,Ntyl,Cumu,Gmug,Gzhu,Llle,Lpil,Lkao,Ltri,Lmir,Pbig
1JCK01,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,44,37,8,680,M,56,43,6,0,0,0,0,0,0,0,0,0,1,12,0,1,15,0,0,0,0,0,0,0,0,0,0
1JCK02,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,45,37,8,660,M,0,4,7,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1JCK03,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,47,40,9,920,M,0,12,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1JCK04,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,45,38,8,730,M,89,151,169,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1JCK05,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,45,38,9,780,M,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
1JCK06,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,46,38,9,740,F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0
1JCK07,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,48,40,8,780,M,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1JCK08,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,45,38,8,770,F,5,6,9,0,0,0,0,0,0,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1JCK09,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,46,38,8,780,M,13,3,3,0,0,0,0,40,0,0,0,30,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0
1JCK10,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,48,41,9,940,F,25,5,31,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1JCK11,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,45,38,8,700,M,10,3,19,0,0,6,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
1JCK12,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,45,38,8,730,M,2,0,0,0,0,0,0,0,0,10,0,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
1JCK13,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,49,41,9,910,M,12,5,2,0,0,1,0,0,0,0,0,8,0,4,0,0,2,0,3,0,0,0,0,0,0,0,0
1JCK14,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,46,40,8,810,F,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1JCK15,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,46,38,8,750,F,2,13,14,0,0,0,17,70,0,0,0,0,0,48,0,0,1,0,1,0,0,0,0,0,0,0,0
1JCK16,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,42,35,7,620,M,6,19,17,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1JCK17,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,43,36,8,650,M,11,15,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1JCK18,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,49,40,9,1050,F,71,177,352,26,0,0,0,0,0,0,0,0,0,11,0,0,19,0,0,0,0,0,0,0,0,0,0
1JCK19,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,43,36,8,670,F,3,19,16,0,0,1,0,0,0,0,0,489,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
1JCK20,2004-06-13,2004,spring,jun,Japan,Kiyevka,1,1JCK,Mc,41,35,8,790,F,5,0,2,0,0,0,1,0,0,0,0,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1JCK21,2004-06-13,2004,summer,jun,Japan,Kiyevka,1,1JCK,Mc,40,34,8,650,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2JCK01,2004-07-13,2004,summer,jul,Japan,Kiyevka,2,2JCK,Mc,43,36,7,550,F,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2JCK02,2004-07-20,2004,summer,jul,Japan,Kiyevka,2,2JCK,Mc,38,32,8,610,M,0,0,1,0,0,0,0,0,0,0,0,48,1,0,0,49,32,0,0,0,0,0,0,0,0,0,0
2JCK03,2004-07-20,2004,summer,jul,Japan,Kiyevka,2,2JCK,Mc,43,36,9,800,M,12,11,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2JCK05,2004-07-10,2004,summer,jul,Japan,Kiyevka,2,2JCK,Mc,44,37,8,700,F,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2JCK06,2004-07-10,2004,summer,jul,Japan,Kiyevka,2,2JCK,Mc,50,42,9,940,F,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0
2JCK07,2004-07-10,2004,summer,jul,Japan,Kiyevka,2,2JCK,Mc,47,38,8,680,M,0,0,0,0,0,0,0,0,0,5,0,0,72,18,0,0,0,0,0,0,0,0,0,0,0,0,0
3JCK01,2005-05-31,2005,spring,may,Japan,Kiyevka,3,3JCK,Mc,50,42,8,1000,M,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3JCK02,2005-06-17,2005,spring,jun,Japan,Kiyevka,3,3JCK,Mc,42,35,8,630,M,7,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,43,25,0,0,0,0,0,0,0,0,0
3JCK03,2005-06-17,2005,spring,jun,Japan,Kiyevka,3,3JCK,Mc,45,39,7,800,F,0,0,0,0,0,0,2,300,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
3JCK04,2005-06-17,2005,spring,jun,Japan,Kiyevka,3,3JCK,Mc,43,37,7,680,J,18,18,29,3,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JCK01,2005-06-23,2005,summer,jun,Japan,Kiyevka,4,4JCK,Mc,40,34,7,560,M,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4JCK02,2005-06-23,2005,summer,jun,Japan,Kiyevka,4,4JCK,Mc,45,38,8,870,F,1,14,5,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4JCK03,2005-06-23,2005,summer,jun,Japan,Kiyevka,4,4JCK,Mc,45,38,8,770,F,5,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JCK04,2005-06-23,2005,summer,jun,Japan,Kiyevka,4,4JCK,Mc,42,35,8,660,F,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
4JCK06,2005-06-23,2005,summer,jun,Japan,Kiyevka,4,4JCK,Mc,41,35,7,600,M,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4JCK07,2005-06-23,2005,summer,jun,Japan,Kiyevka,4,4JCK,Mc,40,34,8,650,J,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JCK08,2005-06-23,2005,summer,jun,Japan,Kiyevka,4,4JCK,Mc,38,32,7,460,F,13,28,17,3,0,0,0,0,0,0,0,2,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0
4JCK09,2005-06-23,2005,summer,jun,Japan,Kiyevka,4,4JCK,Mc,44,36,8,850,M,2,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,68,16,0,0,0,0,0,0,0,0,0
4JCK10,2005-07-27,2005,summer,jul,Japan,Kiyevka,4,4JCK,Mc,44,37,9,1050,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4JCK11,2005-07-27,2005,summer,jul,Japan,Kiyevka,4,4JCK,Mc,45,38,8,1000,F,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JCK12,2005-07-27,2005,summer,jul,Japan,Kiyevka,4,4JCK,Mc,50,40,9,1010,M,6,2,2,0,0,0,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JCK13,2005-07-27,2005,summer,jul,Japan,Kiyevka,4,4JCK,Mc,47,40,9,1010,F,113,133,124,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4JCK14,2005-07-27,2005,summer,jul,Japan,Kiyevka,4,4JCK,Mc,49,41,9,1120,F,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JCK15,2005-07-27,2005,summer,jul,Japan,Kiyevka,4,4JCK,Mc,47,40,9,1100,F,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JCK16,2005-07-27,2005,summer,jul,Japan,Kiyevka,4,4JCK,Mc,48,41,10,1040,F,14,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4JCK17,2005-08-01,2005,summer,aug,Japan,Kiyevka,4,4JCK,Mc,52,44,13,1450,F,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JCK18,NA,2005,summer,NA,Japan,Kiyevka,4,4JCK,Mc,43,35,7,810,NA,2,11,10,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JCK19,2005-08-15,2005,summer,aug,Japan,Kiyevka,4,4JCK,Mc,51,44,11,1500,F,6,3,9,0,0,0,0,0,0,0,0,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JCK20,2005-08-10,2005,summer,aug,Japan,Kiyevka,4,4JCK,Mc,43,38,9,830,M,11,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JCK21,2005-08-10,2005,summer,aug,Japan,Kiyevka,4,4JCK,Mc,44,38,9,860,M,1,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JCK22,2005-08-10,2005,summer,aug,Japan,Kiyevka,4,4JCK,Mc,43,36,9,730,F,4,2,7,0,0,0,0,5,0,2,0,0,0,0,5,88,0,0,0,0,0,0,0,0,0,0,0
4JCK23,2005-08-10,2005,summer,aug,Japan,Kiyevka,4,4JCK,Mc,43,37,9,880,M,4,14,15,0,0,0,0,5,0,0,0,0,0,0,0,0,59,9,1,0,0,0,0,0,0,0,0
4JCK24,2005-08-10,2005,summer,aug,Japan,Kiyevka,4,4JCK,Mc,48,39,9,950,F,3,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
4JCK25,2005-08-15,2005,summer,aug,Japan,Kiyevka,4,4JCK,Mc,46,38,9,990,M,18,56,60,12,3,0,0,10,0,0,0,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JCK26,2005-08-10,2005,summer,aug,Japan,Kiyevka,4,4JCK,Mc,47,38,9,900,M,2,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1JSR01,2004-06-15,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,32,30,7,455,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1JSR02,2004-06-15,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,31,29,6,415,F,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1JSR04,2004-06-17,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,41,37,8,670,M,0,0,0,0,0,0,0,200,0,0,0,5,0,0,0,0,1,0,0,0,0,24,16,0,1,9,1
1JSR05,2004-06-17,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,41,36,9,700,M,0,0,0,0,0,0,0,251,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,0,0,0,0
1JSR06,2004-06-17,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,47,41,10,1050,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,105,0,0
1JSR07,2004-06-17,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,38,34,7,540,F,0,0,0,0,0,0,0,107,0,0,0,15,2,11,0,0,0,0,1,0,0,307,229,0,212,65,0
1JSR08,2004-06-17,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,38,34,7,560,F,0,0,0,0,0,0,0,0,0,0,0,50,28,0,0,0,0,0,55,0,0,7,2,0,0,2,0
1JSR09,2004-06-17,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,39,35,8,570,F,0,0,0,0,0,0,0,380,0,0,0,16,52,3,0,0,0,0,5,0,0,76,65,0,3,18,0
1JSR10,2004-06-17,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,41,36,8,610,F,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,152,114,0,38,76,3
1JSR11,2004-06-17,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,35,31,7,400,F,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,92,0,0,46,0,0
1JSR12,2004-06-17,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,34,30,7,400,M,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,27,0,0,19,4,0,5,4,3
1JSR13,2004-06-17,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,36,32,7,460,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,1
1JSR14,2004-06-17,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,28,25,5,220,M,0,0,0,0,0,0,0,62,0,0,0,0,6,0,0,0,0,4,0,0,0,7,13,0,6,3,0
1JSR15,2004-06-17,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,33,29,7,410,M,0,0,0,0,0,0,0,0,0,0,0,8,124,42,0,0,0,1,8,0,0,19,5,0,35,0,0
1JSR16,2004-06-17,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,41,36,7,670,M,0,0,0,0,0,0,0,32,0,0,0,0,5,0,19,0,0,2,5,0,0,52,10,0,19,6,0
1JSR17,2004-06-15,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,32,29,6,290,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1JSR18,2004-06-15,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,33,29,7,350,M,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18,2,0,8,5,0
1JSR19,2004-06-15,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,30,27,6,260,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1JSR20,2004-06-15,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,25,21,5,130,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0
1JSR21,2004-06-15,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,40,36,8,555,M,0,0,0,0,0,0,0,0,0,0,0,63,38,24,1,0,3,0,0,0,0,3,1,0,0,2,0
1JSR22,2004-06-15,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,34,29,7,340,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,8,0,8,3,0
1JSR23,2004-06-15,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,38,33,7,450,M,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1JSR24,2004-06-15,2004,spring,jun,Japan,Razdolnaya,1,1JSR,Lh,36,32,7,360,M,0,0,0,0,0,0,0,0,0,0,0,10,7,3,0,0,1,0,0,0,0,3,0,0,0,0,0
2JSR01,2004-06-28,2004,summer,jun,Japan,Razdolnaya,2,2JSR,Lh,28,24,5,230,M,0,0,0,0,0,0,0,204,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2JSR02,2004-06-28,2004,summer,jun,Japan,Razdolnaya,2,2JSR,Lh,26,22,5,200,F,0,0,0,0,0,0,0,0,0,0,0,6,15,0,18,0,0,26,0,0,0,9,0,0,2,1,0
2JSR03,2004-06-28,2004,summer,jun,Japan,Razdolnaya,2,2JSR,Lh,32,30,7,340,M,0,0,0,0,0,0,0,160,0,0,0,10,0,0,0,0,3,0,5,0,0,7,2,0,1,0,0
2JSR04,2004-06-28,2004,summer,jun,Japan,Razdolnaya,2,2JSR,Lh,35,30,6,400,F,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,4,7,0,12,2,2
2JSR05,2004-06-28,2004,summer,jun,Japan,Razdolnaya,2,2JSR,Lh,36,32,6,450,M,0,0,0,0,0,0,0,1,0,0,0,0,2,0,15,0,3,0,6,0,0,29,5,0,11,7,0
2JSR06,2004-06-28,2004,summer,jun,Japan,Razdolnaya,2,2JSR,Lh,40,35,7,575,M,0,0,0,0,0,0,0,6,0,0,0,0,38,0,0,0,0,0,9,0,0,9,3,0,5,3,0
3JSR01,2004-10-17,2004,fall,oct,Japan,Razdolnaya,3,3JSR,Lh,37,33,7,540,F,0,0,0,0,0,0,0,0,0,0,0,70,24,0,8,0,0,0,0,0,0,117,29,0,29,0,0
