,Date,Year,Season,Month,Region,Locality,Sampling,LocxSam,Hostsp,TL,SL,H,W,Sex,Ldom,Lpac,Lche,Labd,Lcha,Ssp1,Step,Hsp1,Hsp2,Sove,Sseg,Pmug,Pfle,Lhsp,Hbiv,Hssp,Nyam,Ntyl,Cumu,Gmug,Gzhu,Llle,Lpil,Lkao,Ltri,Lmir,Pbig
1JSP02,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,33,28,6,350,M,0,0,0,0,0,0,0,956,0,0,0,16,2,0,0,0,0,0,0,0,0,13,6,0,0,2,0
1JSP03,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,46,41,8,870,M,0,0,0,0,0,1,0,28,0,0,0,1746,259,0,0,0,0,0,0,0,0,12,8,0,3,18,0
1JSP04,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,42,37,7,615,M,0,0,0,0,0,0,0,6000,0,0,0,628,210,0,0,0,0,0,0,0,0,36,2,0,0,34,0
1JSP05,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,38,34,6,475,M,0,0,0,0,0,0,0,1551,0,0,0,243,91,0,0,0,0,0,0,0,2,42,13,0,0,8,0
1JSP06,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,34,30,6,345,M,0,0,0,0,0,0,0,406,0,0,0,0,8,0,0,0,5,0,2,0,0,14,3,0,0,8,0
1JSP07,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,34,30,7,350,M,0,0,0,0,0,0,0,360,0,0,0,1,2,0,0,0,2,0,0,0,0,20,0,0,0,5,0
1JSP08,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,41,36,7,625,F,0,0,0,0,0,0,0,225,0,0,0,2388,311,0,0,0,15,0,0,0,0,100,0,0,0,8,0
1JSP09,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,41,37,6,470,F,0,0,0,0,0,0,0,237,0,0,0,39,4,0,0,0,3,0,1,0,0,180,62,0,5,15,0
1JSP10,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,35,31,6,340,M,0,0,0,0,0,0,0,1500,0,0,0,53,7,0,0,0,0,7,0,0,0,12,16,0,1,0,0
1JSP11,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,35,32,7,400,M,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,158,5,8,65,0
1JSP12,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,32,27,5,480,NA,0,0,0,0,0,0,0,124,0,0,0,95,42,0,0,0,0,0,0,0,0,11,0,0,0,0,0
1JSP13,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,30,26,6,355,F,0,0,0,0,0,0,0,250,0,0,0,39,5,0,0,0,0,4,0,0,0,11,4,0,0,1,0
1JSP14,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,35,31,7,400,M,0,0,0,0,0,0,0,100,0,0,0,3,4,0,0,0,0,0,0,0,0,74,21,1,2,34,0
1JSP15,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,42,37,7,710,F,0,0,0,0,0,0,0,39,0,0,0,2,33,0,0,0,0,1,0,3,3,0,0,0,0,0,0
1JSP16,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,32,27,5,390,NA,0,0,0,0,0,0,0,82,0,0,0,0,3,0,0,0,0,0,0,0,0,43,56,0,0,4,0
1JSP17,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,33,29,6,330,M,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,1,0,0,0,0,24,0,0,96,0,0
1JSP18,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,30,27,5,270,M,0,0,0,0,0,0,0,772,0,0,0,30,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
1JSP19,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,32,29,6,330,M,0,0,0,0,0,0,0,1232,0,0,0,1,5,0,0,0,0,0,1,0,0,62,0,0,31,52,0
1JSP20,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,34,30,6,330,M,0,0,0,0,0,0,0,212,0,0,0,59,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0
1JSP21,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,32,27,5,320,M,0,0,0,0,0,0,0,11,0,0,0,28,2,0,0,0,0,0,0,0,0,31,0,0,12,8,0
1JSP22,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,32,26,6,320,M,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,69,0,0,0,0,45,5,0,6,18,0
1JSP23,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,32,29,7,300,M,0,0,0,0,0,0,0,501,0,0,0,760,31,0,0,0,2,0,0,0,0,63,36,0,9,45,0
1JSP24,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,32,29,8,310,M,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,2,0,0,0,0,8,0,0,1,0
1JSP25,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,31,29,6,320,M,0,0,0,0,0,0,0,50,0,0,0,5166,201,0,0,0,0,0,0,0,0,329,22,2,55,88,0
1JSP26,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,32,29,6,300,M,0,0,0,0,0,0,0,2311,0,0,0,7,6,0,0,0,0,0,0,0,0,187,0,0,0,53,0
1JSP27,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,32,28,6,330,M,0,0,0,0,0,0,0,100,0,0,0,0,5,0,0,0,0,0,0,0,0,37,86,1,0,6,0
1JSP28,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,33,28,6,300,M,0,0,0,0,0,0,0,100,0,0,0,417,115,0,0,0,0,0,0,0,0,1,4,0,2,2,0
1JSP29,2004-12-01,2004,fall,dec,Japan,Posiet,1,1JSP,Lh,30,26,6,260,M,0,0,0,0,0,0,0,6100,0,0,0,171,3,0,0,0,0,1,0,0,0,5,3,0,0,0,0
2JSP01,2005-10-01,2005,fall,oct,Japan,Posiet,2,2JSP,Lh,43,38,8,940,F,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2,8,4,0,0,176,246,0,35,0,0
2JSP02,2005-10-01,2005,fall,oct,Japan,Posiet,2,2JSP,Lh,40,36,7,730,M,0,0,0,0,0,0,0,95,0,0,0,0,6,0,0,0,1,4,1,0,0,46,23,0,70,0,0
2JSP03,2005-10-01,2005,fall,oct,Japan,Posiet,2,2JSP,Lh,35,31,6,460,M,0,0,0,0,0,0,0,183,0,0,0,2,0,0,0,0,0,6,4,0,0,114,50,25,0,13,0
2JSP04,2005-10-01,2005,fall,oct,Japan,Posiet,2,2JSP,Lh,42,37,8,820,F,0,0,0,0,0,0,0,107,0,0,0,864,242,0,0,0,0,0,0,0,0,54,38,0,5,0,0
2JSP05,2005-10-01,2005,fall,oct,Japan,Posiet,2,2JSP,Lh,35,31,6,450,F,0,0,0,0,0,0,0,1466,0,0,0,907,256,0,40,0,0,1,0,0,0,14,24,0,12,0,0
2JSP06,2005-10-01,2005,fall,oct,Japan,Posiet,2,2JSP,Lh,36,32,6,510,M,0,0,0,0,0,0,0,95,0,0,0,3,3,0,0,0,0,3,2,0,0,0,40,0,12,4,0
2JSP07,2005-10-01,2005,fall,oct,Japan,Posiet,2,2JSP,Lh,36,32,6,510,M,0,0,0,0,0,0,0,150,0,0,0,7,9,0,0,0,3,0,3,0,0,92,56,0,2,33,0
2JSP08,2005-10-01,2005,fall,oct,Japan,Posiet,2,2JSP,Lh,38,33,6,590,F,0,0,0,0,0,0,0,148,0,0,0,0,1,0,0,0,0,5,2,0,0,211,135,0,30,15,0
2JSP09,2005-10-01,2005,fall,oct,Japan,Posiet,2,2JSP,Lh,36,32,7,560,M,0,0,0,0,0,0,0,325,0,0,0,7,0,0,0,0,0,7,3,0,0,10,30,0,0,3,2
2JSP10,2005-10-01,2005,fall,oct,Japan,Posiet,2,2JSP,Lh,37,32,6,510,M,0,0,0,0,0,0,0,780,2,0,0,0,0,0,0,0,2,2,0,0,0,4,2,0,2,2,1
2JSP11,2005-10-01,2005,fall,oct,Japan,Posiet,2,2JSP,Lh,37,32,7,560,M,0,0,0,0,0,0,0,745,0,0,0,11,9,0,0,0,1,1,2,0,0,48,127,0,0,12,0
2JSP12,2005-10-01,2005,fall,oct,Japan,Posiet,2,2JSP,Lh,37,32,8,640,M,0,0,0,0,0,0,0,385,0,0,0,2960,40,0,0,0,0,9,0,0,0,75,51,0,21,3,0
2JSP13,2005-11-17,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,43,39,7,660,M,0,0,0,0,0,3,0,0,0,1,0,3,23,0,1,0,1,2,0,0,0,13,19,0,3,13,0
2JSP14,2005-11-17,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,41,37,7,610,M,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,1,0,0,0,0,130,72,29,72,29,0
2JSP15,2005-11-17,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,38,33,7,480,M,0,0,0,0,0,0,0,561,0,0,0,3,3,0,0,0,0,3,0,0,0,11,20,8,1,0,0
2JSP16,2005-11-17,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,37,34,7,470,M,0,0,0,0,0,0,0,3214,0,0,0,0,3,0,0,0,0,1,0,0,0,29,68,4,29,0,4
2JSP17,2005-11-18,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,35,31,6,420,M,0,0,0,0,0,0,0,290,0,0,0,0,1,0,0,0,0,9,0,0,0,11,30,0,4,11,0
2JSP18,2005-11-18,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,35,31,7,400,F,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,5,0,0,0,80,51,0,0,7,0
2JSP19,2005-11-18,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,39,34,7,540,F,0,0,0,0,0,0,0,188,0,0,0,31,6,0,0,0,12,0,0,0,0,67,150,4,9,25,0
2JSP20,2005-11-18,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,35,31,7,410,F,0,0,0,0,0,0,0,236,1,0,0,0,0,0,0,0,0,2,0,0,0,6,14,0,0,4,0
2JSP21,2005-11-18,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,37,32,7,450,F,0,0,0,0,0,0,0,57,0,0,0,500,154,0,0,0,0,1,0,0,0,17,0,0,0,0,0
2JSP22,2005-11-18,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,38,34,7,440,F,0,0,0,0,0,0,0,64,0,0,0,47,43,0,0,0,0,0,0,0,0,54,5,0,25,15,0
2JSP23,2005-11-18,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,37,33,6,440,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,62,62,0,10,10,0
2JSP24,2005-11-18,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,39,35,7,500,F,0,0,0,0,0,0,0,365,0,0,0,8,1,0,0,0,0,10,0,0,0,46,406,0,105,93,0
2JSP25,2005-11-18,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,39,35,8,500,M,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,8,0,0,0,35,63,0,14,0,0
2JSP26,2005-11-18,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,40,35,8,520,M,0,0,0,0,0,0,0,486,0,0,0,330,59,0,0,0,0,5,0,0,0,0,35,0,0,0,0
2JSP27,2005-11-18,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,40,35,8,580,M,0,0,0,0,0,0,0,9,0,0,0,1853,525,0,0,0,0,9,0,0,0,54,95,13,13,14,0
2JSP28,2005-11-18,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,40,35,8,570,M,0,0,0,0,0,0,0,114,0,0,0,23,3,0,0,0,0,2,0,0,0,0,31,0,0,0,0
2JSP29,2005-11-18,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,41,36,7,600,M,0,0,0,0,0,0,0,3125,0,0,0,900,627,0,0,0,0,2,0,0,0,25,34,2,4,31,0
2JSP30,2005-11-18,2005,fall,nov,Japan,Posiet,2,2JSP,Lh,39,34,7,500,M,0,0,0,0,0,0,0,1160,0,5,0,3673,179,0,0,0,0,0,0,0,0,23,12,0,0,0,0
1JSA01,2005-04-28,2005,spring,apr,Japan,Artemovka,1,1JSA,Lh,29,26,6,250,M,0,0,0,0,0,0,0,2030,0,0,0,4,7,0,0,0,0,0,0,0,0,53,59,6,23,35,4
1JSA02,2005-04-28,2005,spring,apr,Japan,Artemovka,1,1JSA,Lh,37,33,7,510,M,0,0,0,0,0,0,0,51,0,0,0,0,5,0,0,0,0,1,0,0,0,3,5,0,1,0,0
1JSA03,2005-04-28,2005,spring,apr,Japan,Artemovka,1,1JSA,Lh,29,27,7,270,F,0,0,0,0,0,0,0,729,0,0,0,0,0,0,0,0,0,1,0,0,0,29,8,0,11,5,0
1JSA04,2005-04-28,2005,spring,apr,Japan,Artemovka,1,1JSA,Lh,28,26,6,240,F,0,0,0,0,0,0,0,1548,0,0,0,0,1,0,0,0,0,2,0,0,0,36,9,0,9,9,1
1JSA05,2005-04-28,2005,spring,apr,Japan,Artemovka,1,1JSA,Lh,32,28,6,250,NA,0,0,0,0,0,0,0,1499,0,0,0,0,401,0,0,0,1,7,0,0,0,294,63,6,84,109,0
1JSA06,2005-04-28,2005,spring,apr,Japan,Artemovka,1,1JSA,Lh,29,26,6,220,M,0,0,0,0,0,0,0,1722,0,0,0,0,0,0,0,0,0,8,0,0,0,40,45,5,0,10,0
1JSA07,2005-04-28,2005,spring,apr,Japan,Artemovka,1,1JSA,Lh,30,27,7,270,M,0,0,0,0,0,0,0,100,0,0,0,0,1,1,0,0,0,6,0,0,0,33,42,0,4,21,0
1JSA08,2005-04-28,2005,spring,apr,Japan,Artemovka,1,1JSA,Lh,30,28,6,250,M,0,0,0,0,0,0,0,1135,0,0,0,2,3,0,0,0,0,5,0,0,0,7,10,0,5,5,4
1JSA09,2005-04-28,2005,spring,apr,Japan,Artemovka,1,1JSA,Lh,40,37,8,670,M,0,0,0,0,0,0,0,2279,0,0,0,0,2,0,0,0,0,0,0,0,0,17,10,0,10,14,0
1JSA10,2005-04-28,2005,spring,apr,Japan,Artemovka,1,1JSA,Lh,39,36,8,590,M,0,0,0,0,0,0,0,61,0,0,0,179,420,0,0,0,0,0,0,0,0,70,64,0,10,61,1
1JSA11,2005-04-28,2005,spring,apr,Japan,Artemovka,1,1JSA,Lh,33,31,7,370,F,0,0,0,0,0,0,0,2518,0,0,0,0,0,0,0,0,5,3,0,0,0,19,9,0,24,3,3
1JSA12,2005-04-28,2005,spring,apr,Japan,Artemovka,1,1JSA,Lh,31,29,6,310,M,0,0,0,0,0,0,0,840,0,0,0,2,3,0,0,0,0,1,0,0,0,5,2,0,3,2,0
1JSA13,2005-04-28,2005,spring,apr,Japan,Artemovka,1,1JSA,Lh,29,26,6,220,M,0,0,0,0,0,0,0,2354,0,0,0,0,10,0,0,0,1,6,0,0,0,8,4,4,17,0,0
1JSA14,2005-04-28,2005,spring,apr,Japan,Artemovka,1,1JSA,Lh,38,34,6,440,M,0,0,0,0,0,0,0,4,0,0,0,2666,911,0,0,0,0,0,0,0,0,43,54,3,0,29,0
1JSA15,2005-04-28,2005,spring,apr,Japan,Artemovka,1,1JSA,Lh,41,37,8,500,F,0,0,0,0,0,0,0,120,0,0,0,1,1,0,0,0,4,3,0,0,0,0,0,0,10,3,0
1JSA16,2005-04-28,2005,spring,apr,Japan,Artemovka,1,1JSA,Lh,34,31,7,280,M,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
1JSA17,2005-05-25,2005,spring,may,Japan,Artemovka,1,1JSA,Lh,31,27,5,280,M,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0
1JSA18,2005-05-25,2005,spring,may,Japan,Artemovka,1,1JSA,Lh,38,33,8,540,M,0,0,0,0,0,0,0,29,0,0,0,0,32,0,0,0,0,0,0,0,0,5,20,0,0,0,0
1JSA19,2005-05-25,2005,spring,may,Japan,Artemovka,1,1JSA,Lh,31,27,5,260,M,0,0,0,0,0,0,0,55,0,0,0,0,37,0,0,0,0,2,0,0,0,4,22,0,0,3,0
1JSA20,2005-05-25,2005,spring,may,Japan,Artemovka,1,1JSA,Lh,33,29,5,320,M,0,0,0,0,0,0,0,1299,0,0,0,53,52,0,0,0,0,0,0,0,0,6,1,1,0,1,0
1JSA21,2005-05-25,2005,spring,may,Japan,Artemovka,1,1JSA,Lh,32,29,5,320,F,0,0,0,0,0,0,0,900,0,0,0,0,47,0,0,0,0,31,0,0,0,37,37,0,7,15,0
1JSA22,2005-05-25,2005,spring,may,Japan,Artemovka,1,1JSA,Lh,30,27,5,250,M,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,33,14,0,33,5,0
1JSA23,2005-05-25,2005,spring,may,Japan,Artemovka,1,1JSA,Lh,32,28,6,320,NA,0,0,0,0,0,0,0,50,0,0,0,0,7,0,0,0,0,1,0,0,0,9,12,7,1,0,3
1JSA24,2005-05-25,2005,spring,may,Japan,Artemovka,1,1JSA,Lh,32,28,6,300,M,0,0,0,0,0,0,0,764,0,0,0,0,4,0,0,0,0,2,0,0,0,6,1,0,0,6,0
2JSA01,2005-06-23,2005,summer,jun,Japan,Artemovka,2,2JSA,Lh,35,31,7,390,M,0,0,0,0,0,0,0,0,0,0,0,71,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0
2JSA02,2005-07-03,2005,summer,jul,Japan,Artemovka,2,2JSA,Lh,35,31,6,440,M,0,0,0,0,0,0,0,182,0,0,0,255,0,0,6,0,0,2,8,0,0,32,7,15,0,26,0
2JSA03,2005-07-03,2005,summer,jul,Japan,Artemovka,2,2JSA,Lh,33,29,6,400,F,0,0,0,0,0,0,0,786,0,0,0,347,41,0,0,0,0,4,0,0,0,16,45,5,0,5,1
2JSA04,2005-07-03,2005,summer,jul,Japan,Artemovka,2,2JSA,Lh,32,28,6,290,F,0,0,0,0,0,4,0,300,0,0,0,110,53,0,0,0,0,9,2,0,0,15,7,0,0,0,2
2JSA05,2005-06-23,2005,summer,jun,Japan,Artemovka,2,2JSA,Lh,32,28,6,360,F,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,34,0,0,0,26,0,44,0,1
2JSA06,2005-06-23,2005,summer,jun,Japan,Artemovka,2,2JSA,Lh,34,30,6,400,M,0,0,0,0,0,0,0,200,0,0,0,18,21,0,232,0,0,4,23,0,0,42,8,0,38,4,0
